text
synaptotagmins why so many ||||| 
the responses of the pupil of gekko gekko to external light stimulus ||||| the responses of the pupil of a nocturnal gecko gekko gekko to external light stimulus were studied the responses of the pupil are determined by light entering the pupil and not by light acting directly on the iris the responses of the pupil are very uniform in sensitivity including spectral sensitivity for light coming in different directions to the eye the possible change in area of the pupil is more than fold and probably represents an effort to shield the pure rod retina from saturating light intensities the pupil continues to contract sharply for changes in external light intensity which give retinal illuminations corresponding to quanta sec striking a retinal rod there is a large degree of spatial summation of the response circular external light fields subtending and deg giving the same illumination at the pupil give approximately the same pupil response the spectral sensitivity curve agrees with the absorption curve of an extracted pigment from a closely related gecko described by crescitelli in the followig paper it is similar to the human scotopic curve but its maximum is displaced about to mu towards the red end of the spectrum the fall in sensitivity towards the red end of the spectrum is described by the equation see pdf for equation
comparative morphology of the tapetum lucidum among selected species ||||| objectives the phenomenon of eye shine is seen in a variety of animal species and is generally thought to be related to the presence of an intraocular reflecting structure the tapetum lucidum the tapetum lucidum is a biologic reflector system that is a common feature in the eyes of vertebrates it normally functions to provide the light sensitive retinal cells with a second opportunity for photon photoreceptor stimulation thereby enhancing visual sensitivity at low light levels the tapetum lucidum is presented here according to a classification based on the location as well as the composition of this reflective layer finally the physical and chemical properties as well as the origins of the different tapeta lucida are discussed and compared methods the anatomic and biochemical aspects of the tapetum lucidum in various vertebrates are examined morphologic observations were made from paraffin and plastic embedded specimens specimens were treated with traditional stains and observed by light and transmission electron microscopy results some species primates squirrels birds red kangaroo and pig do not have this structure and they usually are diurnal animals in vertebrates the tapetum lucidum exhibits diverse structure organization and composition therefore the retinal tapetum teleosts crocodilians marsupials fruit bat the choroidal guanine tapetum elasmobranchs the choroidal tapetum cellulosum carnivores rodents cetacea and the choroidal tapetum fibrosum cow sheep goat horse are described conclusions the tapetum lucidum represents a remarkable example of neural cell and tissue specialization as an adaptation to a dim light environment and despite these differences all tapetal variants act to increase retinal sensitivity by reflecting light back through the photoreceptor layer these variations regarding both its location and structure as well as the choice of reflective material may represent selective visual adaptations associated with their feeding behavior in response to the use of specific wavelengths and amount of reflectance required
a honey bee odorant receptor for the queen substance oxo decenoic acid ||||| by using a functional genomics approach we have identified a honey bee apis mellifera am odorant receptor or for the queen substance oxo decenoic acid oda honey bees live in large eusocial colonies in which a single queen is responsible for reproduction several thousand sterile female worker bees complete a myriad of tasks to maintain the colony and several hundred male drones exist only to mate the queen substance also termed the queen retinue pheromone qrp is an eight component pheromone that maintains the queen s dominance in the colony the main component oda acts as a releaser pheromone by attracting workers to the queen and as a primer pheromone by physiologically inhibiting worker ovary development it also acts as a sex pheromone attracting drones during mating flights however the extent to which social and sexual chemical messages are shared remains unresolved by using a custom chemosensory specific microarray and qpcr we identified four candidate sex pheromone ors amor and from the honey bee genome based on their biased expression in drone antennae we assayed the pheromone responsiveness of these receptors by using xenopus oocytes and electrophysiology amor responded specifically to oda ec nm and not to any of the other seven qrp components other social pheromones or floral odors we did not observe any responses of the other three ors to any of the eight qrp pheromone components suggesting oda is the only qrp component that also acts as a long distance sex pheromone
use of an oligoribonucleotide containing the polypurine tract sequence as a primer by hiv reverse transcriptase ||||| a primary site for initiation of plus strand dna synthesis in human immunodeficiency virus hiv corresponds to a nucleotide long purine rich sequence located just upstream of the u region designated the polypurine tract ppt the hiv reverse transcriptase rt uses its rnase h activity to cut the genomic rna after minus strand dna synthesis a plus strand ppt primer is formed extended and then removed in vitro the hiv rt recognizes this primer specifically using it much more efficiently than other rna primers however the ppt still primes significantly less efficiently than dna primers the nucleotide ppt primer is partially resistant to degradation when compared with other oligoribonucleotides prior to initiation of dna synthesis several nucleotides are removed by the rt from the ends of some of the ppt primers cleavage is enhanced in the absence of dntps we suggest that dna synthesis suppresses primer degradation so that primer extension and cleavage occur in proper sequence as a result of end degradation ppt elongation products contain rna segments from to nucleotides in length these shorter segments are also generated from a longer transcript containing the ppt sequence indicating that they are not created as a result of binding of the rt to the end of the ppt oligoribonucleotide full length and shorter versions of the ppt primers are cleaved from the extended dna by rt these experiments show that hiv rt has a specificity to generate a primer in the region of the ppt but that the ends of the primer are not well defined
notch signaling in osteoblasts ||||| bone remodeling is the result of the coordinated activity of osteoblasts which form new matrix and osteoclasts which resorb bone notch proteins are single pass transmembrane receptors that determine cell fate recent gain of function and loss of function experiments reveal a suppressive effect of notch in osteoblast and osteoclast differentiation in development and in the postnatal bone which establishes a role for notch signaling in bone remodeling
pygmy mole crickets jump from water ||||| summary animals that live or repeatedly alight on the surface of water often need to escape from predators or return to land we show that flightless pygmy mole crickets use a new strategy to jump rapidly from water their powerful hind legs are moved so quickly that they penetrate the surface and as they move through the water unique arrays of spring loaded paddles and spurs fan out to increase surface area this enables these insects to propel a large volume of water downwards in a laminar flow so that they are launched upwards into the air
evidence for a vertebrate catapult elastic energy storage in the plantaris tendon during frog jumping ||||| anuran jumping is one of the most powerful accelerations in vertebrate locomotion several species are hypothesized to use a catapult like mechanism to store and rapidly release elastic energy producing power outputs far beyond the capability of muscle most evidence for this mechanism comes from measurements of whole body power output the decoupling of joint motion and muscle shortening expected in a catapult like mechanism has not been demonstrated we used high speed marker based biplanar x ray cinefluoroscopy to quantify plantaris muscle fascicle strain and ankle joint motion in frogs in order to test for two hallmarks of a catapult mechanism i shortening of fascicles prior to joint movement during tendon stretch and ii rapid joint movement during the jump without rapid muscle shortening during tendon recoil during all jumps muscle fascicles shortened by an average of per cent of total strain prior to joint movement stretching the tendon the subsequent period of initial joint movement and high joint angular acceleration occurred with minimal muscle fascicle length change consistent with the recoil of the elastic tendon these data support the plantaris longus tendon as a site of elastic energy storage during frog jumping and demonstrate that catapult mechanisms may be employed even in sub maximal jumps
the basics and underlying mechanisms of mucoadhesion ||||| mucoadhesion is where two surfaces one of which is a mucous membrane adhere to each other this has been of interest in the pharmaceutical sciences in order to enhance localised drug delivery or to deliver difficult molecules proteins and oligonucleotides into the systemic circulation mucoadhesive materials are hydrophilic macromolecules containing numerous hydrogen bond forming groups the carbomers and chitosans being two well known examples the mechanism by which mucoadhesion takes place has been said to have two stages the contact wetting stage followed by the consolidation stage the establishment of the adhesive interactions the relative importance of each stage will depend on the individual application for example adsorption is a key stage if the dosage form cannot be applied directly to the mucosa of interest while consolidation is important if the formulation is exposed to significant dislodging stresses adhesive joint failure will inevitably occur as a result of overhydration of a dosage form or as a result of epithelia or mucus turnover new mucoadhesive materials with optimal adhesive properties are now being developed and these should enhance the potential applications of this technology
cross linking by protein oxidation in the rapidly setting gel based glues of slugs ||||| summary the terrestrial slug arion subfuscus secretes a glue that is a dilute gel with remarkable adhesive and cohesive strength the function of this glue depends on metals raising the possibility that metal catalyzed oxidation plays a role the extent and time course of protein oxidation was measured by immunoblotting to detect the resulting carbonyl groups several proteins particularly one with a relative molecular mass mr of x were heavily oxidized of the proteins known to distinguish the glue from non adhesive mucus only specific size variants were oxidized the oxidation appears to occur within the first few seconds of secretion although carbonyls were detected by dinitrophenylhydrazine dnph in denatured proteins they were not easily detected in the native state the presence of reversible cross links derived from carbonyls was tested for by treatment with sodium borohydride which would reduce uncross linked carbonyls to alcohols but stabilize imine bonds formed by carbonyls and thus lead to less soluble complexes consistent with imine bond formation sodium borohydride led to a decrease in the amount of soluble protein with a mr of x without changing the carbonyl content per protein in contrast the nucleophile hydroxylamine which would competitively disrupt imine bonds increased protein solubility in the glue finally the primary amine groups on a protein with a mr of x were not accessible to acid anhydrides the results suggest that cross links between aldehydes and primary amines contribute to the cohesive strength of the glue
a vacuolar arsenite transporter necessary for arsenic tolerance in the arsenic hyperaccumulating fern pteris vittata is missing in flowering plants w oa ||||| gametophytes of the fern pteris vittata can accumulate and tolerate more than of their dry weight as arsenic the authors provide evidence that the acr arsenic transporter protein plays an important role in tolerance to high levels of arsenic by transporting arsenic into the vacuole the fern pteris vittata tolerates and hyperaccumulates exceptionally high levels of the toxic metalloid arsenic and this trait appears unique to the pteridaceae once taken up by the root arsenate is reduced to arsenite as it is transported to the lamina of the frond where it is stored in cells as free arsenite here we describe the isolation and characterization of two p vittata genes acr and acr which encode proteins similar to the acr arsenite effluxer of yeast pv acr is able to rescue the arsenic sensitive phenotypes of yeast deficient for acr acr transcripts are upregulated by arsenic in sporophyte roots and gametophytes tissues that directly contact soil whereas acr expression is unaffected by arsenic knocking down the expression of acr but not acr in the gametophyte results in an arsenite sensitive phenotype indicating that acr plays a necessary role in arsenic tolerance in the gametophyte we show that acr localizes to the vacuolar membrane in gametophytes indicating that it likely effluxes arsenite into the vacuole for sequestration whereas single copy acr genes are present in moss lycophytes other ferns and gymnosperms none are present in angiosperms the duplication of acr in p vittata and the loss of acr in angiosperms may explain arsenic tolerance in this unusual group of ferns while precluding the same trait in angiosperms
fog basking behaviour and water collection efficiency in namib desert darkling beetles ||||| backgroundin the namib desert fog represents an alternative water source this is utilised by darkling beetles tenebrionidae that employ different strategies for obtaining the fog water some dig trenches in the sand while others use their own bodies as fog collectors assuming a characteristic fog basking stance two beetle species from the genus onymacris have been observed to fog bask on the ridges of the sand dunes these beetles all have smooth elytra surfaces while another species with elytra covered in bumps is reported to have specialised adaptations facilitating water capture by fog basking to resolve if these other beetles also fog bask and if an elytra covered in bumps is a more efficient fog water collector than a smooth one we examined four namib desert beetles the smooth onymacris unguicularis and o laeviceps and the bumpy stenocara gracilipes and physasterna cribripes here we describe the beetles fog basking behaviour the details of their elytra structures and determine how efficient their dorsal surface areas are at harvesting water from fog resultsthe beetles differ greatly in size the largest p cribripes has a dorsal surface area that is and times larger than o unguicularis o laeviceps and s gracilipes respectively in accordance with earlier reports we found that the second largest o unguicularis is the only one of the four beetles that assumes the head standing fog basking behaviour and that fog is necessary to trigger this behaviour no differences were seen in the absolute amounts of fog water collected on the dorsal surface areas of the different beetles however data corrected according to the sizes of the beetles revealed differences the better fog water harvesters were s gracilipes and o unguicularis while the large p cribripes was the poorest examination of the elytra microstructures showed clear structural differences but the elytra of all beetles were found to be completely hydrophobic conclusionsthe differences in fog water harvesting efficiency by the dorsal surface areas of beetles with very different elytra surface structures were minor we therefore conclude that the fog basking behaviour itself is a more important factor than structural adaptations when o unguicularis collect water from fog
the fastest flights in nature high speed spore discharge mechanisms among fungi ||||| background a variety of spore discharge processes have evolved among the fungi those with the longest ranges are powered by hydrostatic pressure and include squirt guns that are most common in the ascomycota and zygomycota in these fungi fluid filled stalks that support single spores or spore filled sporangia or cells called asci that contain multiple spores are pressurized by osmosis because spores are discharged at such high speeds most of the information on launch processes from previous studies has been inferred from mathematical models and is subject to a number of errors methodology principal findings in this study we have used ultra high speed video cameras running at maximum frame rates of fps to analyze the entire launch process in four species of fungi that grow on the dung of herbivores for the first time we have direct measurements of launch speeds and empirical estimates of acceleration in these fungi launch speeds ranged from to m s and corresponding accelerations of to g propelled spores over distances of up to meters in addition quantitative spectroscopic methods were used to identify the organic and inorganic osmolytes responsible for generating the turgor pressures that drive spore discharge conclusions significance the new video data allowed us to test different models for the effect of viscous drag and identify errors in the previous approaches to modeling spore motion the spectroscopic data show that high speed spore discharge mechanisms in fungi are powered by the same levels of turgor pressure that are characteristic of fungal hyphae and do not require any special mechanisms of osmolyte accumulation
the effect of individual variation on the structure and function of interaction networks in harvester ants ||||| social insects exhibit coordinated behaviour without central control local interactions among individuals determine their behaviour and regulate the activity of the colony harvester ants are recruited for outside work using networks of brief antennal contacts in the nest chamber closest to the nest exit the entrance chamber here we combine empirical observations image analysis and computer simulations to investigate the structure and function of the interaction network in the entrance chamber ant interactions were distributed heterogeneously in the chamber with an interaction hot spot at the entrance leading further into the nest the distribution of the total interactions per ant followed a right skewed distribution indicating the presence of highly connected individuals numbers of ant encounters observed positively correlated with the duration of observation individuals varied in interaction frequency even after accounting for the duration of observation an ant s interaction frequency was explained by its path shape and location within the entrance chamber computer simulations demonstrate that variation among individuals in connectivity accelerates information flow to an extent equivalent to an increase in the total number of interactions individual variation in connectivity arising from variation among ants in location and spatial behaviour creates interaction centres which may expedite information flow
the role of wheat awns in the seed dispersal unit ||||| the dispersal unit of wild wheat bears two pronounced awns that balance the unit as it falls we discovered that the awns are also able to propel the seeds on and into the ground the arrangement of cellulose fibrils causes bending of the awns with changes in humidity silicified hairs that cover the awns allow propulsion of the unit only in the direction of the seeds this suggests that the dead tissue is analogous to a motor fueled by the daily humidity cycle the awns induce the motility required for seed dispersal
ballistic tongue projection in chameleons maintains high performance at low temperature ||||| environmental temperature impacts the physical activity and ecology of ectothermic animals through its effects on muscle contractile physiology sprinting swimming and jumping performance of ectotherms decreases by at least over a degc drop accompanied by a similar decline in muscle power we propose that ballistic movements that are powered by recoil of elastic tissues are less thermally dependent than movements that rely on direct muscular power we found that an elastically powered movement ballistic tongue projection in chameleons maintains high performance over a degc range peak velocity and power decline by only with a degc drop compared to for nonelastic muscle powered tongue retraction these results indicate that the elastic recoil mechanism circumvents the constraints that low temperature imposes on muscle rate properties and thereby reduces the thermal dependence of tongue projection we propose that organisms that use elastic recoil mechanisms for ecologically important movements such as feeding and locomotion may benefit from an expanded thermal niche
the physical state of water in bacterial spores ||||| the bacterial spore the hardiest known life form can survive in a metabolically dormant state for many years and can withstand high temperatures radiation and toxic chemicals the molecular basis of spore dormancy and resistance is not understood but the physical state of water in the different spore compartments is thought to play a key role to characterize this water in situ we recorded the water h and o spin relaxation rates in d o exchanged bacillus subtilis spores over a wide frequency range the data indicate high water mobility throughout the spore comparable with binary protein water systems at similar hydration levels even in the dense core the average water rotational correlation time is only ps spore dormancy therefore cannot be explained by glass like quenching of molecular diffusion but may be linked to dehydration induced conformational changes in key enzymes the data demonstrate that most spore proteins are rotationally immobilized which may contribute to heat resistance by preventing heat denatured proteins from aggregating irreversibly we also find that the water permeability of the inner membrane is at least orders of magnitude lower than for model membranes consistent with the reported high degree of lipid immobilization in this membrane and with its proposed role in spore resistance to chemicals that damage dna the quantitative results reported here on water mobility and transport provide important clues about the mechanism of spore dormancy and resistance with relevance to food preservation disease prevention and astrobiology
new materials for solar thermal storage solid liquid transitions in fatty acid esters ||||| abstract solid liquid transitions were studied by dsc measurements in the following fatty acid esters methyl stearate methyl palmitate cetyl stearate cetyl palmitate and their binary mixtures four systems with phase transition temperature close to room temperature and with high enthalpy of transition and low hysteresis were selected for further studies relevant to passive solar thermal storage the selected systems were methyl palmitate and the eutectic mixtures of methyl stearate methyl palmitate methyl stearte cetyl palmitate and methyl stearate cetyl stearate the samples studied in thermal cycles with programmed heating cooling in the temperature range degc remained stable the studies of the samples having been stored at room temperature were repeated after an interval of months the results showed that the relevant thermophysical properties did not change the commercial building materials gypsum bricks were impregnated homogeneously with the selected molten esters by simple immersion dsc studies showed that up to mass of esters can be adsorbed in the building materials the thermal energy available for storage as latent heat of melting amounts to kj kg of the composite material
a sticky situation solifugids arachnida solifugae use adhesive organs on their pedipalps for prey capture ||||| solifugids arachnida solifugae have unique evertable adhesive organs on the tips of their pedipalps named suctorial or palpal organs previous studies have shown that these organs enable solifugids to climb smooth glass like surfaces and have hypothesized that these structures facilitate prey capture here we use high speed videography to demonstrate that the suctorial organs of eremochelis bilobatus are its primary means of capturing insect prey we also present calculations of the adhesive pressure exerted by these suctorial organs during real prey capture events
the aerodynamics of insect flight ||||| summary the flight of insects has fascinated physicists and biologists for more than a century yet until recently researchers were unable to rigorously quantify the complex wing motions of flapping insects or measure the forces and flows around their wings however recent developments in high speed videography and tools for computational and mechanical modeling have allowed researchers to make rapid progress in advancing our understanding of insect flight these mechanical and computational fluid dynamic models combined with modern flow visualization techniques have revealed that the fluid dynamic phenomena underlying flapping flight are different from those of non flapping d wings on which most previous models were based in particular even at high angles of attack a prominent leading edge vortex remains stably attached on the insect wing and does not shed into an unsteady wake as would be expected from non flapping d wings its presence greatly enhances the forces generated by the wing thus enabling insects to hover or maneuver in addition flight forces are further enhanced by other mechanisms acting during changes in angle of attack especially at stroke reversal the mutual interaction of the two wings at dorsal stroke reversal or wing wake interactions following stroke reversal this progress has enabled the development of simple analytical and empirical models that allow us to calculate the instantaneous forces on flapping insect wings more accurately than was previously possible it also promises to foster new and exciting multi disciplinary collaborations between physicists who seek to explain the phenomenology biologists who seek to understand its relevance to insect physiology and evolution and engineers who are inspired to build micro robotic insects using these principles this review covers the basic physical principles underlying flapping flight in insects results of recent experiments concerning the aerodynamics of insect flight as well as the different approaches used to model these phenomena
are wet induced wrinkled fingers primate rain treads ||||| wet fingers and toes eventually wrinkle and this is commonly attributed by lay opinion to local osmotic reactions however nearly a century ago surgeons observed that no wrinkling occurs if a nerve to the finger has been cut here we provide evidence that rather than being an accidental side effect of wetness wet induced wrinkles have been selected to enhance grip in wet conditions we show that their morphology has the signature properties of drainage networks enabling efficient removal of water from the gripped surface
chemical mediation of bacterial surface colonisation by secondary metabolites from the red alga delisea pulchra ||||| we investigated the effects of halogenated furanones from the red alga delisea pulchra on colonisation of surfaces by marine bacteria bacterial abundance on the surface of d pulchra assessed using scanning electron microscopy sem was significantly lower than on the surfaces of co occurring algal species all of which lack furanones there was also a strong inverse correlation between bacterial abundance and furanone content previously determined for different sections of the thallus of d pulchra consistent with inhibition of bacteria by furanones based on these observations we experimentally investigated inhibition of marine bacteria by furanones initially testing the effects of crude extract of d pulchra about of which is furanones on the growth of strains of bacteria isolated from the surfaces of d pulchra nearby rocks or a co occurring alga sargassum vestjtum this crude extract did not strongly inhibit growth of these bacteria of the strains grew at pg ml of crude extract and grew at pg ml inhibition of growth that did occur was strongly source dependent with bacteria isolated from rocks the least affected and strains from d pulchra the most as inhibition of growth did not provide an adequate explanation for the inverse relationship between levels of furanones and bacteria abundance on d pulchra we proceeded to investigate the effects of these metabolites on other bacterial characteristics relevant to colonisation attachment swarming and swimming lndividual furanones or crude extract at natural concentrations strongly inhibited bacterial attachment in the laboratory and in the field in laboratory assays attachment of strains isolated from rocks was much more strongly affected than that of isolates from d pulchra in contrast to the pattern for growth inhibition we also tested individual furanones against swimming and swarming of the same bacterial isolates from rocks from d pulchra used in the attachment assays at least some furanones inhibited swarming or sulmming at non growth inhibitory concentrations for all isolates again indicating specific effects against bacterial characteristics as for attachment there were significant differences in the responses of different isolates to furanones we also found that the ability to swarm was widespread among these surface associated marine bacteria suggesting that swarming may be ecologically important in these systems overall we found that the effects of furanones on bacteria varied among furanones bacterial phenotypes different isolates and different sources of isolation e g rocks or algae this differential inhibition of different bacterial isolates or phenotypes by furanones as well as affecting overall bacterial abundance on the alga should have strong effects on the species composition of the bacterial community on the alga s surface the effects of furanones on specific bacterial colonisation traits are discussed in the light of recent evidence demonstrating that furanones interfere with bacterial acylated homoserine lactone regulatory systems
regional and global concerns over wetlands and water quality ||||| water quality in many stream catchments and river basins is severely impacted by nutrient enrichment as a result of agriculture water resource managers worldwide are considering the potential role of riparian zones and floodplain wetlands in improving stream water quality as there is evidence at the site scale that such wetlands are efficient at removing nutrients from through flowing water however recent studies have highlighted disadvantages of such use of wetlands including emissions of greenhouse gases and losses of biodiversity that result from prolonged nutrient loading here we discuss the water purification function of wetlands at the site and catchment scale and suggest ways in which these disadvantages could be overcome
