text,text_raw
oysters produce an organic inorganic adhesive for intertidal reef construction ||||| coastal ecosystems rely upon oyster reefs to filter water provide protection from storms and build habitat for other species from a chemistry perspective few details are available to illustrate how these shellfish construct such extensive reef systems experiments presented here show that oysters generate a biomineralized adhesive material for aggregating into large communities this cement is an organic inorganic hybrid and differs from the surrounding shells by displaying an alternate caco crystal form a cross linked organic matrix and an elevated protein content emerging themes and unique aspects are both revealed when comparing oyster cement to the adhesives of other marine organisms the presence of cross linked proteins provides an analogy to mussel and barnacle adhesives whereas the high inorganic content is exclusive to oysters with a description of oyster cement in hand we gain strategies for developing synthetic composite materials as well as a better understanding of the components needed for healthy coastal environments,"Oysters produce an organic-inorganic adhesive for intertidal reef construction.. Coastal ecosystems rely upon oyster reefs to filter water, provide protection from storms, and build habitat for other species. From a chemistry perspective, few details are available to illustrate how these shellfish construct such extensive reef systems. Experiments presented here show that oysters generate a biomineralized adhesive material for aggregating into large communities. This cement is an organic-inorganic hybrid and differs from the surrounding shells by displaying an alternate CaCO(3) crystal form, a cross-linked organic matrix, and an elevated protein content. Emerging themes and unique aspects are both revealed when comparing oyster cement to the adhesives of other marine organisms. The presence of cross-linked proteins provides an analogy to mussel and barnacle adhesives whereas the high inorganic content is exclusive to oysters. With a description of oyster cement in hand we gain strategies for developing synthetic composite materials as well as a better understanding of the components needed for healthy coastal environments."
antifreeze glycoprotein activity correlates with long range protein water dynamics ||||| antifreeze proteins afps and antifreeze glycoproteins afgps enable the survival of organisms living in subfreezing habitats and serve as preservatives although their function is known the underlying molecular mechanism was not understood mutagenesis experiments questioned the previous assumption of hydrogen bonding as the dominant mechanism we use terahertz spectroscopy to show that antifreeze activity is directly correlated with long range collective hydration dynamics our results provide evidence for a new model of how afgps prevent water from freezing we suggest that antifreeze activity may be induced because the afgp perturbs the aqueous solvent over long distances retarded water dynamics in the large hydration shell does not favor freezing the complexation of the carbohydrate cis hydroxyl groups by borate suppresses the long range hydration shell detected by terahertz absorption the hydration dynamics shift toward bulk water behavior strongly reduces the afgp antifreeze activity further supporting our model,"Antifreeze glycoprotein activity correlates with long-range protein-water dynamics.. Antifreeze proteins (AFPs) and antifreeze glycoproteins (AFGPs) enable the survival of organisms living in subfreezing habitats and serve as preservatives. Although their function is known, the underlying molecular mechanism was not understood. Mutagenesis experiments questioned the previous assumption of hydrogen bonding as the dominant mechanism. We use terahertz spectroscopy to show that antifreeze activity is directly correlated with long-range collective hydration dynamics. Our results provide evidence for a new model of how AFGPs prevent water from freezing. We suggest that antifreeze activity may be induced because the AFGP perturbs the aqueous solvent over long distances. Retarded water dynamics in the large hydration shell does not favor freezing. The complexation of the carbohydrate cis-hydroxyl groups by borate suppresses the long-range hydration shell detected by terahertz absorption. The hydration dynamics shift toward bulk water behavior strongly reduces the AFGP antifreeze activity, further supporting our model."
moving calls a vocal mechanism underlying quorum decisions in cohesive groups ||||| members of social groups need to coordinate their behaviour when choosing between alternative activities consensus decisions enable group members to maintain group cohesion and one way to reach consensus is to rely on quorums a quorum response is where the probability of an activity change sharply increases with the number of individuals supporting the new activity here we investigated how meerkats suricata suricatta use vocalizations in the context of movement decisions moving calls emitted by meerkats increased the speed of the group with a sharp increase in the probability of changing foraging patch when the number of group members joining the chorus increased from two up to three these calls had no apparent effect on the group s movement direction when dominant individuals were involved in the chorus the group s reaction was not stronger than when only subordinates called groups only increased speed in response to playbacks of moving calls from one individual when other group members emitted moving calls as well the voting mechanism linked to a quorum probably allows meerkat groups to change foraging patches cohesively with increased speed such vocal coordination may reflect an aggregation rule linking individual assessment of foraging patch quality to group travel route,"Moving calls: a vocal mechanism underlying quorum decisions in cohesive groups. Members of social groups need to coordinate their behaviour when choosing between alternative activities. Consensus decisions enable group members to maintain group cohesion and one way to reach consensus is to rely on quorums. A quorum response is where the probability of an activity change sharply increases with the number of individuals supporting the new activity. Here, we investigated how meerkats (Suricata suricatta) use vocalizations in the context of movement decisions. Moving calls emitted by meerkats increased the speed of the group, with a sharp increase in the probability of changing foraging patch when the number of group members joining the chorus increased from two up to three. These calls had no apparent effect on the group's movement direction. When dominant individuals were involved in the chorus, the group's reaction was not stronger than when only subordinates called. Groups only increased speed in response to playbacks of moving calls from one individual when other group members emitted moving calls as well. The voting mechanism linked to a quorum probably allows meerkat groups to change foraging patches cohesively with increased speed. Such vocal coordination may reflect an aggregation rule linking individual assessment of foraging patch quality to group travel route."
hydrodynamic trail following in harbor seals phoca vitulina ||||| marine mammals often forage in dark or turbid waters whereas dolphins use echolocation under such conditions pinnipeds apparently lack this sensory ability for seals hunting in the dark one source of sensory information may consist of fish generated water movements which seals can detect with their highly sensitive whiskers water movements in the wake of fishes persist for several minutes here we show that blindfolded seals can use their whiskers to detect and accurately follow hydrodynamic trails generated by a miniature submarine this shows that hydrodynamic information can be used for long distance prey location,"Hydrodynamic Trail-Following in Harbor Seals (Phoca vitulina). Marine mammals often forage in dark or turbid waters. Whereas dolphins use echolocation under such conditions, pinnipeds apparently lack this sensory ability. For seals hunting in the dark, one source of sensory information may consist of fish-generated water movements, which seals can detect with their highly sensitive whiskers. Water movements in the wake of fishes persist for several minutes. Here we show that blindfolded seals can use their whiskers to detect and accurately follow hydrodynamic trails generated by a miniature submarine. This shows that hydrodynamic information can be used for long-distance prey location."
bacterial nitric oxide synthases ||||| nitric oxide synthases noss are multidomain metalloproteins first identified in mammals as being responsible for the synthesis of the wide spread signaling and protective agent nitric oxide no over the past years prokaryotic proteins that are homologous to animal noss have been identified and characterized both in terms of enzymology and biological function despite some interesting differences in cofactor utilization and redox partners the bacterial enzymes are in many ways similar to their mammalian nos mnos counterparts and as such have provided insight into the structural and catalytic properties of the nos family in particular spectroscopic studies of thermostable bacterial noss have revealed key oxyheme intermediates involved in the oxidation of substrate l arginine arg to product no the biological functions of some bacterial noss have only more recently come to light these studies disclose new roles for no in biology such as taking part in toxin biosynthesis protection against oxidative stress and regulation of recovery from radiation damage,"Bacterial nitric oxide synthases.. Nitric oxide synthases (NOSs) are multidomain metalloproteins first identified in mammals as being responsible for the synthesis of the wide-spread signaling and protective agent nitric oxide (NO). Over the past 10 years, prokaryotic proteins that are homologous to animal NOSs have been identified and characterized, both in terms of enzymology and biological function. Despite some interesting differences in cofactor utilization and redox partners, the bacterial enzymes are in many ways similar to their mammalian NOS (mNOS) counterparts and, as such, have provided insight into the structural and catalytic properties of the NOS family. In particular, spectroscopic studies of thermostable bacterial NOSs have revealed key oxyheme intermediates involved in the oxidation of substrate L-arginine (Arg) to product NO. The biological functions of some bacterial NOSs have only more recently come to light. These studies disclose new roles for NO in biology, such as taking part in toxin biosynthesis, protection against oxidative stress, and regulation of recovery from radiation damage."
cell cell communication in gram positive bacteria ||||| in gram positive bacteria many important processes are controlled by cell to cell communication which is mediated by extracellular signal molecules produced by the bacteria most of these signaling molecules are peptides or modified peptides signal processing in most cases involves either transduction across the cytoplasmic membrane or import of the signal and subsequent interaction with intracellular effectors concentrations of signal in the nanomolar range or below are frequently sufficient for biological activity the microbial processes controlled by extracellular signaling include the expression of virulence factors the expression of gene transfer functions and the production of antibiotics,"Cell-cell communication in gram-positive bacteria.. In gram-positive bacteria, many important processes are controlled by cell-to-cell communication, which is mediated by extracellular signal molecules produced by the bacteria. Most of these signaling molecules are peptides or modified peptides. Signal processing, in most cases, involves either transduction across the cytoplasmic membrane or import of the signal and subsequent interaction with intracellular effectors. Concentrations of signal in the nanomolar range or below are frequently sufficient for biological activity. The microbial processes controlled by extracellular signaling include the expression of virulence factors, the expression of gene transfer functions, and the production of antibiotics."
mapping the b scorpion toxin receptor site on voltage gated sodium channels ||||| voltage gated sodium channels are molecular targets of b scorpion toxins which enhance excitability by shifting the voltage dependence of activation to more negative potentials these effects result from a voltage sensor trapping mechanism in which toxins trap the voltage sensor in its activated conformation determinants of b scorpion toxin cssiv binding and action on sodium channel nav are located in the s s and s s extracellular linkers in the voltage sensing module in domain ii to completely map these regions we made substitutions for previously unstudied amino acid residues and examined modulation by cssive a a highly active toxin derivative of positions studied in iis s only one significantly altered the toxin effect from wild type by reducing binding to the resting state and almost abolishing trapping activity in iis s five positions surrounding a previously identified key binding determinant g define a hotspot of high impact residues three of these substitutions reduced toxin binding and voltage sensor trapping the other two v a and e n increased voltage sensor trapping approximately fold and decreased apparent ec the rate of voltage sensor trapping upon depolarization was unchanged for v a and increased approximately fold for e n the rate at which the toxin releases the voltage sensor upon repolarization was increased fold for the v a but was unchanged for e n thus cssive a interacts with a short segment of iis s and a broader region of diis s the bidirectional effects of mutations on toxin efficacy suggest that native residues make both positive and negative interactions with the toxin substitutions that increase toxin effects do so by increasing affinity of resting channels for the toxin and further increasing the relative affinity of the activated voltage sensor for the toxin these results provide further support for the voltage sensor trapping model,"Mapping the β-Scorpion Toxin Receptor Site on Voltage-Gated Sodium Channels. Voltage-gated sodium channels are molecular targets of β-scorpion toxins, which enhance excitability by shifting the voltage dependence of activation to more negative potentials. These effects result from a voltage sensor trapping mechanism, in which toxins trap the voltage sensor in its activated conformation. Determinants of β-scorpion toxin (CssIV) binding and action on sodium channel (Nav1.2) are located in the S1-S2 and S3-S4 extracellular linkers in the voltage-sensing module in domain II. To completely map these regions, we made substitutions for previously unstudied amino acid residues and examined modulation by CssIVE15A, a highly active toxin derivative. Of 11 positions studied in IIS1-S2, only one significantly altered the toxin effect from wild-type by reducing binding to the resting state and almost abolishing trapping activity. In IIS3-S4, five positions surrounding a previously identified key binding determinant, G845, define a hotspot of high impact residues. Three of these substitutions reduced toxin binding and voltage-sensor trapping. The other two, V843A and E844N, increased voltage-sensor trapping approximately 4-fold and decreased apparent EC50. The rate of voltage sensor trapping upon depolarization was unchanged for V843A and increased approximately 2.5-fold for E844N. The rate at which the toxin releases the voltage sensor upon repolarization was increased 2.2-fold for the V843A but was unchanged for E844N. Thus CssIVE15A interacts with a short segment of IIS1-S2 and a broader region of DIIS3-S4. The bidirectional effects of mutations on toxin efficacy suggest that native residues make both positive and negative interactions with the toxin. Substitutions that increase toxin effects do so by increasing affinity of resting channels for the toxin and further increasing the relative affinity of the activated voltage-sensor for the toxin. These results provide further support for the voltage sensor-trapping model."
bacterial adhesion and entry into host cells ||||| successful establishment of infection by bacterial pathogens requires adhesion to host cells colonization of tissues and in certain cases cellular invasion followed by intracellular multiplication dissemination to other tissues or persistence bacteria use monomeric adhesins invasins or highly sophisticated macromolecular machines such as type iii secretion systems and retractile type iv pili to establish a complex host pathogen molecular crosstalk that leads to subversion of cellular functions and establishment of disease,"Bacterial Adhesion and Entry into Host Cells. Successful establishment of infection by bacterial pathogens requires adhesion to host cells, colonization of tissues, and in certain cases, cellular invasion-followed by intracellular multiplication, dissemination to other tissues, or persistence. Bacteria use monomeric adhesins/invasins or highly sophisticated macromolecular machines such as type III secretion systems and retractile type IV pili to establish a complex host/pathogen molecular crosstalk that leads to subversion of cellular functions and establishment of disease."
calcium carbonate in termite mounds ||||| the presence of appreciable quantities of calcium carbonate in termite mounds on non calcareous soil has intrigued pedologists for many years milne for example found a termite mound with calcium carbonate and estimated that it contained about t of calcium carbonate excluding the hard limestone caco base of the mound the soil below the base of a termite mound may also be calcareous the soil underneath one termite mound in an area of non calcareous soil was found to have a mean of calcium carbonate to a depth of m or about t of calcium carbonate,"Calcium Carbonate in Termite Mounds. THE presence of appreciable quantities of calcium carbonate in termite mounds on non-calcareous soil has intrigued pedologists for many years. Milne6, for example, found a termite mound with 7% calcium carbonate and estimated that it contained about 2 t of calcium carbonate excluding the hard limestone (53% CaCO3) base of the mound. The soil below the base of a termite mound may also be calcareous. The soil underneath one termite mound in an area of non-calcareous soil was found to have a mean of 1.7% calcium carbonate to a depth of 6 m, or about 20 t of calcium carbonate9."
local dispersal promotes biodiversity in a real life game of rock paper scissors ||||| one of the central aims of ecology is to identify mechanisms that maintain biodiversity numerous theoretical models have shown that competing species can coexist if ecological processes such as dispersal movement and interaction occur over small spatial scales in particular this may be the case for non transitive communities that is those without strict competitive hierarchies the classic non transitive system involves a community of three competing species satisfying a relationship similar to the children s game rock paper scissors where rock crushes scissors scissors cuts paper and paper covers rock such relationships have been demonstrated in several natural systems some models predict that local interaction and dispersal are sufficient to ensure coexistence of all three species in such a community whereas diversity is lost when ecological processes occur over larger scales here we test these predictions empirically using a non transitive model community containing three populations of escherichia coli we find that diversity is rapidly lost in our experimental community when dispersal and interaction occur over relatively large spatial scales whereas all populations coexist when ecological processes are localized,"Local dispersal promotes biodiversity in a real-life game of rock–paper–scissors. One of the central aims of ecology is to identify mechanisms that maintain biodiversity. Numerous theoretical models have shown that competing species can coexist if ecological processes such as dispersal, movement, and interaction occur over small spatial scales. In particular, this may be the case for non-transitive communities, that is, those without strict competitive hierarchies. The classic non-transitive system involves a community of three competing species satisfying a relationship similar to the children's game rock–paper–scissors, where rock crushes scissors, scissors cuts paper, and paper covers rock. Such relationships have been demonstrated in several natural systems. Some models predict that local interaction and dispersal are sufficient to ensure coexistence of all three species in such a community, whereas diversity is lost when ecological processes occur over larger scales. Here, we test these predictions empirically using a non-transitive model community containing three populations of Escherichia coli. We find that diversity is rapidly lost in our experimental community when dispersal and interaction occur over relatively large spatial scales, whereas all populations coexist when ecological processes are localized."
macrophages employ quorum licensing to regulate collective activation ||||| macrophage initiated inflammation is tightly regulated to eliminate threats such as infections while suppressing harmful immune activation however individual cells signaling responses to pro inflammatory cues are heterogeneous with subpopulations emerging with high or low activation states here we use single cell tracking and dynamical modeling to develop and validate a revised model for lipopolysaccharide lps induced macrophage activation that invokes a mechanism we term quorum licensing the results show that bimodal phenotypic partitioning of macrophages is primed during the resting state dependent on cumulative history of cell density predicted by extrinsic noise in transcription factor expression and independent of canonical lps induced intercellular feedback in the tumor necrosis factor tnf response our analysis shows how this density dependent coupling produces a nonlinear effect on collective tnf production we speculate that by linking macrophage density to activation this mechanism could amplify local responses to threats and prevent false alarms macrophage activation is tightly regulated to maintain immune homeostasis yet activation is also heterogeneous here the authors show that macrophages coordinate activation by partitioning into two phenotypes that can nonlinearly amplify collective inflammatory cytokine production as a function of cell density,"Macrophages employ quorum licensing to regulate collective activation. Macrophage-initiated inflammation is tightly regulated to eliminate threats such as infections while suppressing harmful immune activation. However, individual cells’ signaling responses to pro-inflammatory cues are heterogeneous, with subpopulations emerging with high or low activation states. Here, we use single-cell tracking and dynamical modeling to develop and validate a revised model for lipopolysaccharide (LPS)-induced macrophage activation that invokes a mechanism we term quorum licensing. The results show that bimodal phenotypic partitioning of macrophages is primed during the resting state, dependent on cumulative history of cell density, predicted by extrinsic noise in transcription factor expression, and independent of canonical LPS-induced intercellular feedback in the tumor necrosis factor (TNF) response. Our analysis shows how this density-dependent coupling produces a nonlinear effect on collective TNF production. We speculate that by linking macrophage density to activation, this mechanism could amplify local responses to threats and prevent false alarms. Macrophage activation is tightly regulated to maintain immune homeostasis, yet activation is also heterogeneous. Here, the authors show that macrophages coordinate activation by partitioning into two phenotypes that can nonlinearly amplify collective inflammatory cytokine production as a function of cell density."
natural functions of lipopeptides from bacillus and pseudomonas more than surfactants and antibiotics ||||| lipopeptides constitute a structurally diverse group of metabolites produced by various bacterial and fungal genera in the past decades research on lipopeptides has been fueled by their antimicrobial antitumour immunosuppressant and surfactant activities however the natural functions of lipopeptides in the lifestyles of the producing microorganisms have received considerably less attention the substantial structural diversity of lipopeptides suggests that these metabolites have different natural roles some of which may be unique to the biology of the producing organism this review gives a detailed overview of the versatile functions of lipopeptides in the biology of pseudomonas and bacillus species and highlights their role in competitive interactions with coexisting organisms including bacteria fungi oomycetes protozoa nematodes and plants their functions in cell motility leading to colonization of novel habitats and in the formation and development of highly structured biofilms are discussed in detail finally this review provides an update on lipopeptide detection and discovery as well as on novel regulatory mechanisms and genes involved in lipopeptide biosynthesis in these two bacterial genera,"Natural functions of lipopeptides from Bacillus and Pseudomonas: more than surfactants and antibiotics.. Lipopeptides constitute a structurally diverse group of metabolites produced by various bacterial and fungal genera. In the past decades, research on lipopeptides has been fueled by their antimicrobial, antitumour, immunosuppressant and surfactant activities. However, the natural functions of lipopeptides in the lifestyles of the producing microorganisms have received considerably less attention. The substantial structural diversity of lipopeptides suggests that these metabolites have different natural roles, some of which may be unique to the biology of the producing organism. This review gives a detailed overview of the versatile functions of lipopeptides in the biology of Pseudomonas and Bacillus species, and highlights their role in competitive interactions with coexisting organisms, including bacteria, fungi, oomycetes, protozoa, nematodes and plants. Their functions in cell motility, leading to colonization of novel habitats, and in the formation and development of highly structured biofilms are discussed in detail. Finally, this review provides an update on lipopeptide detection and discovery as well as on novel regulatory mechanisms and genes involved in lipopeptide biosynthesis in these two bacterial genera."
through the wall extracellular vesicles in gram positive bacteria mycobacteria and fungi ||||| extracellular vesicles evs are produced by all domains of life in gram negative bacteria evs are produced by the pinching off of the outer membrane however how evs escape the thick cell walls of gram positive bacteria mycobacteria and fungi is still unknown nonetheless evs have been described in a variety of cell walled organisms including staphylococcus aureus mycobacterium tuberculosis and cryptococcus neoformans these evs contain varied cargo including nucleic acids toxins lipoproteins and enzymes and have important roles in microbial physiology and pathogenesis in this review we describe the current status of vesiculogenesis research in thick walled microorganisms and discuss the cargo and functions associated with evs in these species,"Through the wall: extracellular vesicles in Gram-positive bacteria, mycobacteria and fungi. Extracellular vesicles (EVs) are produced by all domains of life. In Gram-negative bacteria, EVs are produced by the pinching off of the outer membrane; however, how EVs escape the thick cell walls of Gram-positive bacteria, mycobacteria and fungi is still unknown. Nonetheless, EVs have been described in a variety of cell-walled organisms, including Staphylococcus aureus, Mycobacterium tuberculosis and Cryptococcus neoformans. These EVs contain varied cargo, including nucleic acids, toxins, lipoproteins and enzymes, and have important roles in microbial physiology and pathogenesis. In this Review, we describe the current status of vesiculogenesis research in thick-walled microorganisms and discuss the cargo and functions associated with EVs in these species."
mycorrhizal networks counteract competitive effects of canopy trees on seedling survival ||||| the dynamics of forest ecosystems depend largely on the survival of seedlings in their understories but seedling survival is known to be limited by preemption of light and soil resources by overstory trees it has been hypothesized that common mycorrhizal networks wherein roots of seedlings are linked to overstory trees by symbiotic mycorrhizal fungi offset some or all of the negative effects of trees on seedlings here we report the results of an unambiguous experimental test of this hypothesis in a monodominant pinus radiata forest we also tested the hypothesis that adaptive differentiation among plant populations causes local plant genotypes to respond more positively to mycorrhizal networks than nonlocal plant genotypes our results demonstrate large positive effects of overstory mycorrhizal networks on seedling survival along with simultaneous negative effects of tree roots regardless of whether plant genotypes were locally derived physiological and leaf chemistry measurements suggest that seedlings connected to common mycorrhizal networks benefited from increased access to soil water the similar magnitude of the positive and negative overstory effects on seedlings and the ubiquity of mycorrhizal networks in forests suggest that mycorrhizal networks fundamentally influence the demographic and community dynamics of forest trees,"Mycorrhizal networks counteract competitive effects of canopy trees on seedling survival.. The dynamics of forest ecosystems depend largely on the survival of seedlings in their understories, but seedling survival is known to be limited by preemption of light and soil resources by overstory trees. It has been hypothesized that ""common mycorrhizal networks,"" wherein roots of seedlings are linked to overstory trees by symbiotic mycorrhizal fungi, offset some or all of the negative effects of trees on seedlings. Here we report the results of an unambiguous experimental test of this hypothesis in a monodominant Pinus radiata forest. We also tested the hypothesis that adaptive differentiation among plant populations causes local plant genotypes to respond more positively to mycorrhizal networks than nonlocal plant genotypes. Our results demonstrate large positive effects of overstory mycorrhizal networks on seedling survival, along with simultaneous negative effects of tree roots, regardless of whether plant genotypes were locally derived. Physiological and leaf-chemistry measurements suggest that seedlings connected to common mycorrhizal networks benefited from increased access to soil water. The similar magnitude of the positive and negative overstory effects on seedlings and the ubiquity of mycorrhizal networks in forests suggest that mycorrhizal networks fundamentally influence the demographic and community dynamics of forest trees."
anemonefish symbiosis vulnerability and resistance of fish to the toxin of the sea anemone ||||| protein toxins kd molecular mass causing lysis of human erythrocytes were isolated from sea anemones heteractis magnifica madang papua new guinea and entacmaea quadricolor red sea which host anemonefish amphiprion sp these toxins are also ichthyotoxic freshwater and marine fish exposed to toxin concentrations of micrograms ml water were killed within hr and exhibited extensive pathological alterations of the gill filaments amphiprion species e g clarkii and percula which live in the sea anemones heteractis crispa and stichodactyla mertensii were highly vulnerable to the heteractis magnifica toxin whereas a percula from the sea anemone h magnifica proved to be toxin resistant however another species a perideraion also living in h magnifica was highly sensitive to the toxin the two toxins exhibited cross reactivity amphiprion resistant to h magnifica toxin was also resistant to entacmaea quadricolor toxin but all fish were killed by other membrane active substances such as gramicidin saponin and latrunculin the results of the study indicate that resistance to toxins secreted by the sea anemone has evolved in some amphiprion species but it is not an essential or a major factor in the anemonefish symbiosis the skin s mucus layer seems to provide protection from nematocyst discharge,"Anemonefish symbiosis: vulnerability and resistance of fish to the toxin of the sea anemone.. Protein toxins (20 kD molecular mass) causing lysis of human erythrocytes were isolated from sea anemones (Heteractis magnifica, Madang, Papua New Guinea, and Entacmaea quadricolor, Red Sea), which host anemonefish (Amphiprion sp.). These toxins are also ichthyotoxic. Freshwater and marine fish exposed to toxin concentrations of 0.5 micrograms/ml water were killed within 2 hr and exhibited extensive pathological alterations of the gill filaments. Amphiprion species, e.g. clarkii and percula, which live in the sea anemones Heteractis crispa and Stichodactyla mertensii, were highly vulnerable to the Heteractis magnifica toxin, whereas A. percula from the sea anemone H. magnifica proved to be toxin resistant. However, another species, A. perideraion also living in H. magnifica, was highly sensitive to the toxin. The two toxins exhibited cross-reactivity: Amphiprion, resistant to H. magnifica toxin, was also resistant to Entacmaea quadricolor toxin; but all fish were killed by other membrane-active substances such as gramicidin, saponin and latrunculin. The results of the study indicate that resistance to toxins secreted by the sea anemone has evolved in some Amphiprion species, but it is not an essential or a major factor in the anemonefish symbiosis. The skin's mucus layer seems to provide protection from nematocyst discharge."
uv protective coatings a botanical approach ||||| solar uv radiation is harmful to many biological systems as well as all kind of technical applications uv protective coatings are commonly utilised to shield many susceptible substances in an attempt to learn from nature we demonstrate that for the pinus mugo subsp mugo dwarf mountain pine the cuticular wax layer provides uv protection this biological coating contains chromophores that absorb uv radiation in such a way that it removes the most harmful uv b and uv a from the solar spectrum received by the plant and does not lower the received par photosynthetically active radiation in addition the p mugo grown at high elevations in the alps has a cuticular wax coat that also contains fluorsphores which convert the harmful solar uv into blue light this additional blue light can be utilised for photosynthesis in low light conditions which gives the p mugo ecological advantage over other alpine species the principle of turning useless or even harmful radiation into useful energy sets an example for new biological based coatings,"UV protective coatings: A botanical approach. Solar UV radiation is harmful to many biological systems, as well as all kind of technical applications. UV protective coatings are commonly utilised to shield many susceptible substances. In an attempt to learn from nature we demonstrate that for the Pinus mugo subsp. mugo (dwarf mountain pine) the cuticular wax layer provides UV protection. This biological coating contains chromophores that absorb UV radiation in such a way that it removes the most harmful UV-B and UV-A from the solar spectrum received by the plant and does not lower the received PAR (photosynthetically active radiation). In addition, the P. mugo grown at high elevations in the Alps has a cuticular wax coat that also contains fluorsphores, which convert the harmful solar UV into blue light. This additional blue light can be utilised for photosynthesis in low-light conditions, which gives the P. mugo ecological advantage over other Alpine species. The principle of turning useless or even harmful radiation into useful energy sets an example for new biological based coatings."
evolutionary aspects of intestinal bicarbonate secretion in fish ||||| experiments compared intestinal hco secretion in the intestine of marine teleost gulf toadfish opsanus beta to representatives of early chondrostean and chondrichthyan fishes the siberian sturgeon acipenser baerii and white spotted bamboo shark chiloscyllium plagiosum respectively as seen in marine teleosts luminal hco concentrations were fold plasma levels in all species when exposed to hyperosmotic conditions while intestinal water absorption left mg and so concentrated in intestinal fluids up to four fold ambient seawater concentrations hco was concentrated up to times ambient levels as a result of intestinal hco secretion reduced luminal cl concentrations in the intestine of all species suggest that hco secretion also occurs via cl hco exchange in chondrostean and chondrichthyan fishes sturgeon began precipitating carbonates from the gut after only days at per thousand a mechanism utilized by marine teleosts to reduce intestinal fluid osmolality and maintain calcium homeostasis analysis of published intestinal fluid composition in the cyclostome lampetra fluviatilis reveals that this species likely also utilize intestinal hco secretion for osmoregulation analysis of existing cyclostome data and our results indicate that intestinal cl hco exchange plays an integral role in maintaining hydromineral balance not only in teleosts but in all fish and perhaps other animals with a need to drink seawater,"Evolutionary aspects of intestinal bicarbonate secretion in fish.. Experiments compared intestinal HCO3- secretion in the intestine of marine teleost Gulf toadfish, Opsanus beta, to representatives of early chondrostean and chondrichthyan fishes, the Siberian sturgeon, Acipenser baerii, and white-spotted bamboo shark, Chiloscyllium plagiosum, respectively. As seen in marine teleosts, luminal HCO3- concentrations were 10-fold plasma levels in all species when exposed to hyperosmotic conditions. While intestinal water absorption left Mg2+ and SO4(2-) concentrated in intestinal fluids up to four-fold ambient seawater concentrations, HCO3- was concentrated up to 50 times ambient levels as a result of intestinal HCO3- secretion. Reduced luminal Cl- concentrations in the intestine of all species suggest that HCO3- secretion also occurs via Cl-/HCO3- exchange in chondrostean and chondrichthyan fishes. Sturgeon began precipitating carbonates from the gut after only 3 days at 14 per thousand, a mechanism utilized by marine teleosts to reduce intestinal fluid osmolality and maintain calcium homeostasis. Analysis of published intestinal fluid composition in the cyclostome Lampetra fluviatilis reveals that this species likely also utilize intestinal HCO3- secretion for osmoregulation. Analysis of existing cyclostome data and our results indicate that intestinal Cl-/HCO3- exchange plays an integral role in maintaining hydromineral balance not only in teleosts, but in all fish (and perhaps other animals) with a need to drink seawater."
feeding behavior of the humpback whale megaptera novaeangliae in the western north atlantic ||||| observations on the feeding behavior of the humpback whale megapteranovaeangliae were made from aerial and surface platforms ftom to in the continental shelf waters of the north eastern united states the resulting catalog of behaviors includes two principal categories swim ming lunging behaviors and bubbling behaviors a behavior from a given category may be used independently or in association with others and by individual or groups of humpbacks the first category includes surface lunging circular swimming thrashing and the inside loop behavior in the second category a wide variety of feeding associated bubbling behaviors are described some for the first time the structures formed by underwater exhalations are of two major types bubble cloud a single relatively large m diameter dome shaped cloud formed of small uniformly sized bubbles and bubble column a smaller m diameter structure composed of larger randomly sized bubbles used in series or multiples both basic structures are employed in a variety of ways many of these behaviors are believed to be utilized to maintain naturally occurring concentrations of prey which have been identified as the american sand lance ammodytes americanus and occasionally as herring clupea harengus this paper reports on the feeding behavior of the humpback whale megaptera novaeangliae in the continental shelf waters of the northeastern united states we describe several feeding be haviors reported for the first time as well as a number of behaviors known from other areas but not previously reported for these waters our col lective observations provide the beginning of a more complete catalog than has previously been available,"FEEDING BEHAVIOR OF THE HUMPBACK WHALE, MEGAPTERA NOVAEANGLIAE, IN THE WESTERN NORTH ATLANTIC. Observations on the feeding behavior of the humpback whale, Megapteranovaeangliae, were made from aerial and surface platforms fTom 1977 to 1980 in the continental shelf waters of the north­ eastern United States. The resulting catalog of behaviors includes two principal categories: Swim­ ming/lunging behaviors and bubbling behaviors. A behavior from a given category may be used independently or in association with others, and by individual or groups of humpbacks. The first category includes surface lunging, circular swimming/thrashing, and the ""inside loop"" behavior. In the second category, a wide variety of feeding-associated bubbling behaviors are described, some for the first time. The structures formed by underwater exhalations are of two major types: 1) bubble cloud-a single, relatively large (4-7m diameter), dome-shaped cloud formed of small, uniformly sized bubbles; and 2) bubble column-a smaller (1-1.5 m diameter) structure composed of larger, randomly sized bubbles, used in series or multiples. Both basic structures are employed in a variety of ways. Many of these behaviors are believed to be utilized to maintain naturally occurring concentrations of prey, which have been identified as the American sand lance, Ammodytes americanus, and occasionally as herring, Clupea harengus. This paper reports on the feeding behavior of the humpback whale, Megaptera novaeangliae, in the continental shelf waters of the northeastern United States. We describe several feeding be­ haviors reported for the first time, as well as a number of behaviors known from other areas but not previously reported for these waters. Our col­ lective observations provide the beginning of a more complete catalog than has previously been available."
